Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
472,2326,48,7,1237,8134,6056,45
2002,2329,4776,95,144,12934,1284,718
2070,5918,1139,203,770,16014,5711,582
1854,6106,1187,1,1332,17230,14005,1150
1209,3898,1125,1,651,20110,10293,178
1443,4,1142,2,585,20939,661,2784
2361,3285,1173,17,314,21002,16919,2704
9735,2887,1699,169,336,21003,12853,2440
2042,2870,1706,2879,445,21760,4817,349
2299,2868,432,3,574,21936,95,18
2413,2866,24,4,900,75,5280,185
1520,2753,319,1,991,131,5489,126
11174,2748,900,2,271,225,12561,567
2374,2744,3570,133,648,398,21947,169
748,2731,72,3,926,718,18707,178
1202,3,1064,2,269,768,9640,1025
4890,1,1173,9,271,872,17849,2663
14954,2,1899,4,664,1110,13614,8564
13952,3,132,427,270,1182,12714,1291
18445,6100,5709,118,264,1263,13721,3635
8170,6101,6234,628,406,1784,15532,9425
2683,6102,2339,7,405,3166,768,2745
2043,6103,2051,4749,376,3611,8551,6293
16360,3239,8665,136,304,3638,7727,4093
1435,3097,81,5023,377,4351,21938,2031
12318,2877,110,119,598,4363,4111,3005
3084,6111,8790,5446,289,4552,65,8146
2793,1,3283,5016,288,4963,5977,874
1435,2,2042,5564,441,4968,9169,10335
2486,13,1814,5450,384,5006,11984,2659
2485,1,64,5142,406,5102,11316,589
474,1,8350,274,311,5143,6423,3269
1,2,3992,4561,504,5175,11443,3960
2006,3,3956,29,363,5303,7246,2308
5206,5,363,3,205,5304,12702,1070
2439,7,8753,2,194,5550,17847,1796
1875,2,2039,6185,247,5623,13592,354
6323,792,5819,3,157,9270,7534,5783
4182,17345,5000,1,17,9271,2118,5469
1522,4,3332,1,165,11413,13145,1603
5160,1,7247,1,251,16788,825,1504
10558,1,8790,68,224,16789,15269,3269
1,6,2286,1,193,18697,5340,9
1317,17344,6600,28,129,18698,6646,318
691,3949,2992,1,104,19312,3150,8127
1,3948,3964,143,341,19313,5340,3032
1,2,2795,383,448,20591,1949,10657
8941,1,2372,24,100,21416,423,6974
4787,11,2377,112,288,94,19744,2307
11649,54,36,25,541,253,3462,1337
3002,6,9993,404,542,314,1375,2632
265,4,8797,27,384,626,4655,3871
1806,3,3968,2,580,760,13010,332
40,2,3456,28,62,1357,13217,6950
9396,1,418,67,3142,1377,13313,2197
1793,1,2382,2,41,2100,13933,6901
2602,14821,12,385,107,2120,7874,267
2366,60,2,3,3,2205,1118,407
17516,4,31,117,106,3510,15738,326
16093,3,7,3617,171,3612,5270,2613
2584,1,4761,6143,230,3938,5674,7886
1,2,12,1,107,4300,5043,267
12563,5,4293,272,209,6849,8528,9580
2378,8,4698,7,60,8654,20438,7299
8420,7,27,1,79,10329,12866,2695
2379,6,19,1074,184,12210,15395,651
12562,5,4221,271,2736,12212,3485,7618
8419,4,1863,18140,212,12925,7823,8132
2463,3,2,18536,3,12926,9445,407
6750,2,14,2,110,12943,19103,674
1,1,21,187,187,12947,7577,244
1034,1,26,3536,134,12949,1625,761
10306,2,14,265,110,14741,278,674
1120,3,5,203,168,14743,11240,2206
6636,6,4700,18142,57,14744,4361,6892
246,2,33,18538,103,15298,2652,81
3621,1,4763,3,227,17673,2178,7479
3092,2,4223,53,2739,18201,12838,7211
611,7,5242,12,1,18202,6169,1452
1,6,5355,7,355,18203,944,8632
2043,8,916,2,227,18885,1223,142
1943,2,1228,441,17581,19557,1391,143
8807,3,1814,3,484,20091,2726,4593
479,10,5142,23,1387,20125,7436,1789
1390,9,5145,33,925,20126,2242,2274
1541,8,344,2,493,20832,2126,46
13757,7,5150,2828,18330,89,8275,1799
461,4,1493,2,440,540,19865,1469
11474,1943,5156,2,17960,808,2665,2896
3120,1942,1702,32,17961,960,13188,4835
3413,1941,5162,106,3712,1027,8693,36
2294,13,876,40,680,1442,2150,1791
2839,11,3583,4366,971,2085,7022,2275
7054,10,1715,4193,7888,2411,9776,3932
2453,3,5177,31,17545,3376,15524,3273
388,1,783,3468,778,4094,22764,116
2868,1,385,44,17390,4325,2435,1616
9887,13,5183,300,568,4330,120,3115
2236,14808,5187,113,569,5455,611,2813
213,14809,4410,4182,18041,5473,9883,762
3193,1946,5194,130,1085,5677,15562,1794
3414,3,5197,138,210,7297,1453,1455
1,1,5203,163,12,7298,1228,3544
2982,1,1623,3848,286,7299,2668,4039
2857,1948,5214,12,1720,7302,3012,5267
1,1947,4993,33,349,7306,671,763
6252,1933,5221,2,384,7325,12528,3910
10860,3,5226,48,214,7330,956,1234
3983,2,1036,8,59,7342,8894,2341
154,1950,5230,1,2234,7430,21,321
8948,1949,5233,126,399,9722,13459,1454
2836,1948,1015,3,2169,9723,4770,1274
5750,1947,1046,150,723,9724,9401,3167
17799,1946,1766,24,77,9726,3388,2760
5749,1944,5238,6,9,11991,8730,5209
1,1941,1059,2,132,12552,116,2385
813,17,1777,76,18121,15619,575,4423
15203,7,1610,243,286,16316,6354,764
6489,2,3415,216,283,17200,3099,4605
1814,2061,3616,2,153,19729,16317,5058
1261,2060,5248,82,250,21177,8298,5363
2204,2056,5252,2,17772,21658,6400,2670
3205,2055,1613,2088,120,21931,338,3757
3018,2051,5258,204,57,21932,5560,2928
759,1951,3420,187,323,65,9460,2506
2846,1950,1512,344,140,127,694,266
1860,1947,1874,5941,1324,131,7049,1795
1899,1936,5265,1,1302,204,7331,3062
2142,1840,5271,170,145,317,6984,2637
7820,3,1572,121,415,436,1632,5037
6298,1,5277,2842,417,711,8268,765
687,2007,5282,5942,4969,1096,5632,4379
2065,2002,4971,74,2698,1154,5043,5304
2758,1998,5287,5,612,1251,12041,1447
10091,1997,5290,7,157,1995,11116,262
3210,1,161,25,898,2111,9374,891
948,2003,388,157,2625,2171,5935,1012
1,2004,383,17,1002,2308,10784,1189
6689,3,91,1857,934,2800,7031,166
164,2,351,3,532,2993,474,1288
2304,1,57,154,982,3729,5074,1051
5678,1997,1961,17,3881,3731,13669,3881
1623,2,1967,5,3162,4118,15085,4774
3180,1,14,197,122,5965,10116,1052
1900,1998,2,2,3046,6018,8705,528
3148,3,1553,4400,2289,6072,7432,4509
4805,2,18,4227,499,6111,394,1606
804,1,533,6,1,6129,11896,188
1,1,905,3882,125,6270,11719,47
2137,2,267,3502,966,6823,18843,8
2138,1,1572,4216,3211,6825,3488,5754
8188,7940,941,1,481,6829,7585,158
3253,1991,1287,172,1068,6844,17104,67
1397,3,464,3,181,6858,13192,162
2461,5,1135,10,740,6926,8884,132
17201,3974,57,196,385,6953,9561,1051
3800,1992,1281,74,3806,10591,9040,367
1,5,233,6,674,16328,1155,879
1509,5,1978,35,532,18724,10464,4995
9921,4,1667,32,14,19160,16334,210
1373,7,1986,19,266,20001,3478,4664
6677,6,1994,5,441,21445,4705,5426
1372,5,649,22,178,90,16046,537
395,4,336,3208,271,272,15431,751
6676,3,909,21,662,463,3550,414
1544,2,1340,1,1211,516,1102,772
3155,3364,1190,4,184,593,514,520
5604,3363,265,2,1067,710,1962,682
18900,7,852,3,1418,1028,6111,692
2995,6,717,2,659,1059,10714,660
150,5,1137,16,673,1289,16078,696
8374,2,714,3,566,1319,14342,595
10428,2,1289,7,386,1408,20990,330
1168,9,1463,12,599,1640,17589,36
2015,7,5,17,413,2402,7183,5791
13007,5,7,7,573,3113,1837,5642
12555,3369,1440,14,327,3501,1341,392
9766,3363,1624,1,333,3589,1177,5196
6675,3361,565,5,80,3665,12390,5792
3030,3360,38,1,126,5095,10590,423
2521,3,2582,6,2,6822,7968,595
14156,5,630,16,616,6828,11521,5827
2033,11,25,1,375,6834,17408,124
346,1874,2748,21,385,6840,13868,5130
7387,12,2445,18,531,6850,456,55
951,8,2594,20,416,6852,2135,5302
2327,1,1903,12,9517,6870,16654,708
9058,3372,1489,8,332,6871,1978,5510
1,3369,856,1,239,6882,11628,117
177,3364,14,15,93,6890,2541,5507
3325,3380,1618,20,113,6899,12908,114
1,3379,2597,3,521,9008,11247,2465
3698,3378,161,469,597,10181,4297,1163
179,3377,1005,30,414,14304,5874,5320
1995,3376,1649,3727,8379,15191,2090,595
2566,3375,184,6,445,15658,4669,446
8230,3374,4497,4,8295,19594,1252,3913
1870,3373,2125,119,329,19595,3764,1264
2567,3371,4978,4504,306,21927,15916,2741
178,3370,970,7,17,21928,17121,106
7251,3369,2129,42,242,73,7191,3600
3439,3368,165,1,241,149,6919,1337
2541,3367,171,7167,188,846,5054,4124
3694,3341,1670,809,165,1444,6205,1766
3004,3337,1783,3503,461,2399,2243,2444
716,858,135,745,115,2876,4709,2423
717,1,262,2122,398,3341,10312,2078
63,2,1095,272,9480,5710,12780,314
3317,18,764,2,335,5713,2619,277
2171,9920,371,6,53,5714,1936,5619
4192,3379,1662,4,9125,5715,361,5069
817,3376,3518,159,327,6929,331,100
2633,3375,1048,10,78,10821,15574,357
233,3374,764,3,99,11697,5270,14
2588,3373,53,8,474,11699,5345,4888
4799,3371,2941,11,8594,11700,6186,5313
1902,3370,2480,5,1095,11703,2400,314
2059,3369,135,6094,282,11729,1046,5307
1538,3368,1622,2,1190,11731,8033,357
664,3367,1638,1,8322,11735,5751,2379
2283,3364,4990,3,586,11738,5374,435
491,2,4994,134,373,12465,5633,4136
911,3,319,7,38,12872,10011,1146
3164,4,3511,5943,8650,12874,8985,3054
2041,5,2503,53,9125,12879,4732,311
2696,8,1449,279,495,12881,14541,5310
1245,9,6,7,481,13359,8493,1412
3132,3381,1507,286,523,13672,5264,926
1884,3379,1833,159,115,13699,4351,2872
2212,3377,398,6015,409,16200,6923,3335
4304,3376,5001,1647,9052,20693,6053,2046
2035,3375,3532,135,3517,20724,12336,5264
7706,3373,4519,9,1,21188,14494,6811
2866,3372,1351,1,45,21918,4679,2928
1955,3371,11675,2,112,21920,13786,3267
916,3369,11675,6,112,21923,11342,3267
499,3368,322,7862,431,21924,3093,701
8783,3367,15,3,541,21925,3282,572
113,3366,1457,3007,1,36,1098,421
1981,3365,1124,243,14,573,12093,297
2629,3364,1887,102,97,649,7969,563
385,3363,3817,503,519,875,5805,4188
3459,3353,9724,357,64,1003,6773,3607
9993,881,3802,2648,446,1291,3385,4760
2692,15587,1626,173,557,1557,7215,380
665,3380,1065,310,65,2323,2482,98
1074,3379,5,3411,70,3207,13145,104
2193,3378,2353,815,228,3306,6992,1287
1336,3375,3802,4592,90,3493,14580,4760
1073,9917,12,4598,540,3838,13484,736
2284,3382,5,3304,177,4506,6419,104
1286,3379,21,2603,65,5461,1360,4179
3121,3378,9709,3236,517,6177,3880,253
2492,3377,1122,2654,228,6186,1180,372
2172,1,25,3504,118,6187,32,39
384,14826,3,1456,2,6205,3837,1308
1844,3379,912,3079,807,6209,6574,1137
5551,3377,915,10,780,6229,7479,357
1,2,900,2798,806,6313,9806,295
3485,2,5734,222,62,6360,488,3893
544,4846,4665,12,63,6815,1879,5172
1145,3377,922,15153,311,10820,13217,352
775,3385,1462,3989,76,13134,17960,303
579,3384,3101,260,273,13343,1322,1258
1,3383,3156,7,775,14394,494,5845
12618,3382,79,11942,1057,14397,5512,1811
11477,3381,73,162,1117,16013,873,2112
2841,3380,64,13969,736,16674,2163,1768
4614,3379,59,164,426,18310,8131,2569
1572,3378,51,147,69,21242,2761,1763
7738,3375,4221,310,68,21715,3037,5573
2700,3374,6703,159,291,21716,13181,2119
2292,3369,3153,157,725,21911,453,5844
2264,3368,3151,618,193,21912,2262,6176
1082,6,15,488,206,21913,19111,678
3129,4,4605,31,598,21914,2086,5632
225,3,4601,2,1361,27,11236,5939
885,2,4204,190,226,333,7440,6259
1065,1,1238,19402,2,503,19450,690
312,1,807,139,40,639,16989,460
924,3380,4385,3546,263,747,17308,4556
814,3379,4391,68,370,852,2331,4637
2291,5,350,3243,3662,969,11340,365
7305,3383,1232,157,296,1006,6035,725
519,3382,20,633,249,1213,8574,581
1820,3377,4368,1,168,1358,2198,4740
1219,3376,4378,19321,497,1649,482,4595
4184,3375,1295,425,66,1844,6327,29
1,3373,390,26,471,1962,7315,234
5856,13,2485,5,331,1995,236,5723
7588,9,25,3010,701,2736,5797,514
1790,2,352,2644,538,3150,7496,1853
2239,2791,390,2593,212,4227,9174,1318
3116,3384,45,2997,328,4620,11701,346
7241,3383,1492,3019,344,4947,7954,3616
16413,3381,2990,2788,283,4948,1569,10
790,9,1444,50,542,4972,3534,230
1,3400,431,3786,530,4981,7199,767
51,964,3944,3768,77,5473,2482,5360
2933,1,2252,232,42,8754,10053,3888
1966,4,3612,2,73,9956,9621,5246
1013,1,3147,803,614,10992,1202,5285
482,4,3140,7,203,11399,6888,1318
3471,1,390,4,247,11400,3964,644
2057,3621,106,25,261,11401,5812,2023
8759,3393,2718,12,499,12019,1913,3515
1784,1,1258,4408,77,12020,8913,109
3225,2,7376,3,706,13323,4453,6242
3465,3,7380,245,288,15265,365,4206
2294,17833,7384,1,239,16550,1209,7237
2503,3389,1123,92,1,19120,2985,1199
656,3388,7392,103,677,19121,10311,6221
3132,4,7397,528,30,21626,8045,5582
777,13854,7401,9517,300,21846,9618,8610
7173,2,1664,239,3512,37,1055,2192
1690,2,7405,1,418,200,9941,4965
1904,3397,1661,3,477,393,6392,471
3215,7,4641,3822,194,625,1193,5309
1052,4,7408,2,6018,834,2167,6204
3449,3,7411,28,289,1282,8366,4207
2908,5,7415,652,583,1657,6193,6179
2644,4,7417,5477,645,1778,11409,6731
4293,3400,7422,5277,635,3255,10218,3291
1701,6,7424,14,306,3575,113,5638
2357,4,7428,2,343,3716,10908,3289
3006,2,7436,26,249,5749,2659,6129
1150,1,7440,13036,347,5757,6915,6147
3335,3399,6591,502,631,5812,2091,3769
1386,7,2740,7777,541,6387,4091,4755
2411,3,6544,1773,305,6743,9306,5621
2075,977,5606,7769,479,12473,115,5250
3008,9,5719,7786,354,12481,9085,5253
2293,1,2609,7,529,12514,6336,745
3336,14,5312,51,376,12515,9290,5103
2058,12,6596,13020,169,13001,13011,3770
3360,10,6542,13037,513,13008,18194,5585
1387,2,38,3,341,13665,11290,3946
649,1,1515,1,209,13707,6518,1335
1664,17507,3036,565,10,13709,7215,5720
355,3418,3462,416,302,13713,10595,4668
2404,3417,1545,31,672,13715,7622,856
1368,3416,527,13050,163,13719,1241,900
1,3413,5427,13219,347,15465,6391,4241
7723,3412,1078,61,226,15466,10733,840
2182,3408,3467,13,148,17234,2010,7410
3278,3405,65,9,333,17695,4046,10
11567,3404,1618,8428,441,18406,13670,1212
3279,3402,2483,214,288,18653,2345,33
3221,3395,33,1,286,18732,10381,190
1,4,968,6874,250,20292,2419,88
1165,1,509,301,236,21907,2370,1329
3340,160,969,7724,5,21908,2182,255
113,191,5,222,321,73,1679,4322
1,194,7360,109,384,108,2419,88
2224,3714,509,146,385,275,5162,1329
481,3719,33,11,408,519,1113,647
11603,3720,5,8,199,550,12611,934
2352,3405,1963,201,169,678,6649,10
482,25,65,3,376,852,568,627
203,7,39,190,367,981,11689,2049
16233,6,8,396,179,1351,5141,243
2412,5,18,435,1,1590,5567,12
9972,4,949,222,236,1844,7027,5487
5097,3,10240,309,441,2276,6760,168
146,2,2,3,169,2691,4828,274
17531,1,13,1,425,3222,4923,64
7228,1,948,61,333,3369,437,4337
8347,1582,7163,8644,300,4095,3131,366
6328,4,504,1578,241,4649,9429,647
2503,1,970,8,193,4942,3899,2014
967,3644,1889,756,145,4952,8314,929
3411,3409,972,4157,305,5518,10522,1630
898,6,973,4309,67,5662,2728,1120
909,2,974,317,813,5670,4537,174
1794,1,25,8,687,6826,1561,385
418,1,1882,37,369,8857,6495,2047
3279,8227,1894,8086,83,9131,2242,928
2707,8231,7295,7635,332,10885,2964,4312
1,4,5667,222,514,10995,11219,8389
7515,3,2880,8083,304,11982,6342,1165
1,2,7299,4071,650,15537,17429,3006
1957,2252,7303,12,442,16324,18209,3702
4283,4,7306,1056,372,17397,14479,2272
11725,1,7311,8350,301,18392,11250,2999
2996,2,7314,475,570,20859,14209,2998
4685,5,7316,979,9286,20861,5296,3695
1453,1,7321,413,9487,20862,13697,3374
12420,1,7324,225,453,21698,6667,3880
15682,3410,7327,638,514,21743,6102,1405
14521,12,7333,26,510,21905,8127,4043
528,8,7336,163,442,134,15261,2993
786,7,4784,4,33,370,3997,2598
85,6,4395,901,31,794,11421,3610
1958,4,3833,546,812,1329,780,4079
4342,3,7342,187,194,1958,17332,4048
2070,2,7347,6,427,2134,16037,2990
3420,4,5998,8647,8484,2280,12952,2273
4282,3412,7352,58,330,2538,2950,4166
1374,3415,7355,438,328,3067,1093,142
527,3408,7250,399,63,3089,2168,3675
1,4,7358,3,66,3128,13465,3370
2695,1,2379,277,290,3890,2514,2981
9721,1655,7364,126,328,3955,4226,3369
486,182,2319,17,8089,7925,16296,3098
13260,185,7367,54,108,7936,22362,3972
9720,187,7368,38,6128,7948,9239,2603
485,11004,2140,52,7582,9619,2831,4154
2694,1073,7369,35,242,9836,10951,2274
1,4,272,40,177,9838,1099,1915
6747,1,3818,206,198,9844,5136,4253
203,3,7372,110,170,9847,3528,296
538,3412,25,5,324,9855,2510,2748
471,1631,7376,219,362,9861,17669,1442
3448,6,3841,6004,364,9862,64,1881
1,5,4397,198,65,9868,16430,454
430,2,7380,199,598,9869,18497,4220
11415,1,7383,3,7460,9875,17247,3768
844,3,7385,150,7398,12956,11269,3884
1963,3944,7389,35,220,12965,18059,1445
1964,3940,7253,5,858,12968,1629,2275
11414,3719,7394,2,110,12974,817,740
843,3309,7999,11,79,13195,5161,10439
8463,840,455,32,1,13579,5162,229
6,3,1982,1,4547,16903,849,4134
938,1664,10983,2322,274,17344,3360,6346
5295,639,466,7469,224,17346,2564,490
1,5,39,2019,326,17350,16430,1100
429,2,2684,1818,322,20146,2067,4672
2298,1,2679,1817,245,21,4037,4207
1574,3312,3202,1991,4578,241,7908,4116
1284,766,10,22,323,782,7929,1536
2094,750,3139,12,274,1594,3248,4901
2311,584,456,11,699,2170,3996,57
2327,3954,2,64,42,2713,9870,4436
846,3948,3134,6,225,3071,7032,9119
2220,3947,7264,51,17709,3585,11300,890
4839,3942,4077,218,244,4879,6243,2150
2614,3935,11,2638,20428,5128,13638,261
3010,3934,6911,81,880,5181,4140,1160
1956,3933,1574,38,1,5741,8056,49
344,3904,661,45,866,7318,7316,24
1504,3902,634,160,12461,8140,7532,2340
7714,3772,1120,9,884,8142,8516,524
5147,3770,431,14,1405,9920,10758,521
1,3726,3765,16,110,10143,3290,5840
1277,3549,350,3,678,11193,2673,595
5593,3548,2000,18,672,12678,1154,531
9632,3547,190,26,11561,15369,557,423
1,3545,340,28,726,15371,3290,525
2313,3544,356,47,118,17134,13181,378
16552,2201,1619,94,258,17387,7265,376
11596,1327,825,8,3051,17388,19328,2344
2340,802,317,19,739,17389,18695,237
14677,560,2040,7,1294,18776,12047,448
1881,4,990,73,1252,20323,20082,1041
11503,1,366,301,924,20324,3166,890
2942,2,1397,4176,290,20325,10310,298
1,3,2111,2,55,21358,9092,55
3337,4,2358,4219,338,21895,7818,2264
221,5,1481,1056,712,21896,12706,660
1485,894,1193,5220,170,21897,1300,6106
10643,4649,268,1067,6,21898,2265,273
2430,4651,248,275,129,21899,6584,148
5343,4654,246,1,222,21900,6122,128
3186,3463,1960,725,223,21901,13928,626
14862,14817,220,24,251,21902,13297,197
4324,3583,3164,2,1,165,11254,459
2370,3946,7341,3,758,197,7666,3953
3147,3907,7328,2,450,402,10017,3838
500,3904,3152,571,620,835,9188,79
4646,3584,2957,606,185,1857,3314,179
2431,3550,3188,2,871,1970,2508,196
2095,487,3150,842,333,2412,7845,90
2371,1,4877,2,327,3000,1426,4499
222,3951,18,596,448,3115,3614,1716
3336,3948,20,1235,522,3922,16910,339
12432,3436,12,1,619,4410,155,1649
6309,3433,11,2944,658,4786,1354,341
13320,937,10,1,663,5367,1011,2169
9216,753,9,611,344,5384,5515,908
8328,3762,8,1,870,8330,4944,538
2484,3959,7,4,340,9241,4176,950
7209,3580,24,2,339,9954,8512,263
127,3559,6,5,343,10960,12903,565
16214,1,834,31,221,10963,2934,558
11051,1,821,5,515,11059,2391,1067
16347,3439,1,49,145,11062,4457,4412
6621,2,643,699,95,11772,4621,1243
1579,3760,135,2,97,11776,9831,573
19,3962,10505,2488,202,15150,8075,925
5078,3961,839,55,203,16477,1315,2166
501,3954,1,1,667,16478,8643,1135
14945,3952,29,3,181,16479,12466,425
17512,3951,3,75,757,19220,12998,2802
9953,3736,3906,30,327,19265,15102,5739
5095,3704,1,1,1115,19473,12398,247
11584,1333,721,50,1,20779,4536,6183
1909,3291,3167,5,77,21888,9079,2675
3276,8206,3654,6,53,21889,2132,6105
16020,722,3918,2487,380,21890,443,3324
1,33,3923,4,151,21891,12445,5971
3134,34,4,7,490,21892,1805,473
2481,3299,1944,6,338,21893,1698,6023
859,2879,3,6975,551,2133,12533,185
2150,2878,3680,60,507,2455,7216,6116
2076,2,3931,10,295,8516,17289,4032
1289,3966,727,8048,315,9152,11798,5889
2533,3965,3889,1,727,9178,6133,6049
2876,3740,3620,694,1132,10369,10117,5685
1,3728,1955,44,40,10488,4912,3314
1817,3592,3890,81,337,13042,1085,6296
2192,3591,3,3,1131,13887,5337,720
4729,1636,3892,2493,609,15313,5528,2021
980,2,2,1001,506,15323,20119,62
6459,84,3166,1,654,15327,8959,2428
7325,3967,3605,6939,381,15774,5068,5343
13264,3966,3655,31,52,17728,4175,6352
811,3964,3240,33,56,17730,17762,6154
13350,3939,3649,1037,255,17762,7231,3717
7584,3741,3897,36,112,19239,12620,6332
6878,3725,3287,35,241,19730,17041,4805
6048,3723,374,8084,630,20575,1839,22
2760,3596,3904,30,980,20672,19192,3579
7874,3593,3646,29,54,20904,15444,5625
2059,3592,2699,2457,7892,21871,4662,3961
2625,3591,4638,24,7891,21872,17001,2836
5085,3590,5120,9,3277,21873,9390,2832
14110,3587,5004,2,163,21874,10151,983
123,3566,2352,82,160,21875,17530,4419
14510,3446,5125,2,3232,21876,9198,795
10403,2213,5132,34,238,21877,16054,3889
2193,2208,5136,124,239,21878,425,1847
1,1346,5149,2180,240,21879,8442,984
6658,4,4633,100,6974,21880,3012,5025
2960,3,694,1212,166,21881,9950,2588
2089,2,603,183,167,21882,2905,3303
3073,1,5155,83,175,21883,707,3087
12651,1,2579,1326,206,21884,693,307
2961,3,2585,163,136,21885,1508,3018
12126,3,5160,3,217,21886,7135,2547
1182,4,5167,32,221,82,1507,951
8888,3969,5175,121,230,184,6123,299
1,3962,4547,125,97,315,1260,3019
900,3961,5178,94,120,572,7033,2857
2647,3958,1056,2189,259,639,2544,353
3163,3727,1060,171,65,869,3005,2380
2941,3595,2594,139,165,1118,3725,5024
3068,3592,4938,4068,266,1443,12651,953
2507,3582,5187,2490,6183,1472,13095,2824
2557,3568,2598,2,87,1645,2772,4105
1992,343,5195,57,149,2111,15408,2823
3164,10,2603,12,209,3157,4265,3672
2147,9,2608,15,76,3432,8455,4585
2311,8,2615,2,93,3492,14328,4668
7682,7,2623,4,6337,4334,9897,4317
8507,6,5200,1303,54,4486,1751,954
2043,5,3170,968,78,6441,11827,4673
2025,4,5207,2,16019,6443,9369,982
14671,3,4221,1,58,6476,9587,1287
907,2,3708,1485,33,6491,3153,3582
950,1,4963,1408,51,6492,250,2999
1164,3501,3852,2429,50,6519,16066,4669
3015,3500,4552,408,7563,6522,2488,313
1603,3388,3234,1341,2,6531,2619,1210
2329,3389,5216,425,16,6532,12808,2973
